what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633215464
executed,command,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.edit.text.rename.element",1488633221844
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633221958
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488633243645
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633244773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633250611
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488633263739
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633265800
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633270073
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488633316489
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633316952
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633324918
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488633328643
opened,view,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.debug.ui.PHPDebugOutput",1488633329885
activated,view,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.debug.ui.PHPDebugOutput",1488633329929
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633330285
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633333625
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1488633333717
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488633351633
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633352878
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633360189
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488633374217
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633376713
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633395431
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488633402734
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633403204
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633407798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488633419384
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633420236
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633426317
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488633440466
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633442745
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633449265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1488633486642
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1488633494067
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1488633497334
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488633540873
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633542568
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633547217
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488633554577
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633555741
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633567825
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633571802
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633573204
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633573690
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633585161
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488633588511
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633591286
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633592926
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488633603536
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633604307
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633665668
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1488633767374
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488633806775
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633808332
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633827621
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488633841276
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633844239
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488633851847
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1488633860919
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1488633869841
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1488633890381
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488634032317
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488634135903
activated,view,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.debug.ui.PHPDebugOutput",1488634607236
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1488634607314
closed,view,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.debug.ui.PHPDebugOutput",1488634607332
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1488635336053
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488635484261
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488635485704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488635491168
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488635495679
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488635508162
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488635510141
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488635512241
opened,view,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.debug.ui.PHPDebugOutput",1488635512334
activated,view,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.debug.ui.PHPDebugOutput",1488635512390
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488635512750
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488635514838
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1488635515056
closed,view,org.eclipse.php.debug.ui,2.2.0.v20101001-2300,"org.eclipse.debug.ui.PHPDebugOutput",1488635515073
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488635524657
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488635526740
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488635534699
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1488635537440
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1488635540668
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1488635540762
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1488635541927
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2107, length=12>",1488635560475
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2220, length=10>",1488635560476
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2334, length=12>",1488635560476
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2107, length=12>",1488635560483
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2220, length=10>",1488635560485
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2334, length=12>",1488635560485
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2112, length=12>",1488635562174
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2225, length=10>",1488635562174
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2339, length=12>",1488635562174
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2112, length=12>",1488635562190
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2225, length=10>",1488635562191
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=2339, length=12>",1488635562192
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=1998, length=11>",1488635565623
error,log,,,"org.eclipse.dltk.core.ModelException: AST node can not be found for the given source range: <offset=1998, length=11>",1488635565624
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1488635750073
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1488635750720
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1488635754329
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1488635759275
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1488635767560
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1488635767921
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1488635856939
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1488635857774
